,baseMean,log2FoldChange,padj,seed_ortholog,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
NODE_71852_length_236_cov_1.591160_1,1453.02480854351,-15.858822030835,1.36123464108361e-24,402777.KB235903_gene453,4.52e-11,,62.4,"COG0568@1|root,COG0568@2|Bacteria,1G1HF@1117|Cyanobacteria,1H8K2@1150|Oscillatoriales",1117|Cyanobacteria,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,sigB,-,-,ko:K03087,,"ko02026,ko05111,map02026,map05111",Significant
NODE_96051_length_214_cov_1.069182_1,1409.92137397112,-15.8149993624806,8.54508919072094e-25,373994.Riv7116_0552,1.76e-22,64.2,96.3,"COG0034@1|root,COG0034@2|Bacteria,1G1C9@1117|Cyanobacteria,1HJQK@1161|Nostocales",1117|Cyanobacteria,F,Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine,purF,-,2.4.2.14,ko:K00764,amidophosphoribosyltransferase [EC:2.4.2.14],"ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130",Significant
NODE_37121_length_271_cov_1.759259_1,1408.24567327271,-15.813134129268,1.42264884035669e-24,203124.Tery_5062,3.61e-40,98.7,137.0,"COG2310@1|root,COG2310@2|Bacteria,1FZZT@1117|Cyanobacteria,1H7K3@1150|Oscillatoriales",1117|Cyanobacteria,T,"involved in stress response, homologs of TerZ and",-,-,-,ko:K05795,tellurium resistance protein TerD,-,Significant
NODE_35562_length_273_cov_2.256881_1,1393.87561336133,-15.8007529153768,2.89304129344715e-25,696747.NIES39_O00080,7.94e-43,52.3,155.0,"COG2114@1|root,COG2203@1|root,COG5002@1|root,COG2114@2|Bacteria,COG2203@2|Bacteria,COG5002@2|Bacteria,1G1PT@1117|Cyanobacteria,1H7NV@1150|Oscillatoriales",1117|Cyanobacteria,T,PFAM Adenylate and Guanylate cyclase catalytic domain,-,-,4.6.1.1,ko:K01768,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 3.1.4.35]","ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213",Significant
NODE_69371_length_239_cov_0.994565_1,1380.95021217642,-15.7866027875903,1.2403557159403601e-24,203124.Tery_2642,6.9e-22,,85.5,"COG3536@1|root,COG3536@2|Bacteria,1G8Y9@1117|Cyanobacteria,1HD07@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF2555),-,-,-,-,,-,Significant
NODE_14832_length_374_cov_1.758621_1,1372.20192961257,-15.7782995842445,6.62529373190241e-25,179408.Osc7112_3675,5.4599999999999995e-52,181.5,174.0,"COG0857@1|root,COG0857@2|Bacteria,1G0QB@1117|Cyanobacteria,1H8HZ@1150|Oscillatoriales",1117|Cyanobacteria,C,BioD-like N-terminal domain of phosphotransacetylase,pta,-,-,ko:K06873,uncharacterized protein,-,Significant
NODE_79665_length_229_cov_1.632184_1,1367.7816141017,-15.7710603451636,1.15648932191457e-23,1173027.Mic7113_5687,2.3500000000000002e-26,109.2,103.0,"COG0745@1|root,COG0745@2|Bacteria,1G2K7@1117|Cyanobacteria,1H7S7@1150|Oscillatoriales",1117|Cyanobacteria,KT,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,nblR,-,-,ko:K11332,"two-component system, OmpR family, response regulator NblR","ko02020,map02020",Significant
NODE_22436_length_312_cov_3.350195_1,3668.9031499635,-15.7623804614072,1.0250035386122101e-25,489825.LYNGBM3L_71890,1.21e-10,,60.8,"COG0201@1|root,COG0201@2|Bacteria,1G0RI@1117|Cyanobacteria,1H73X@1150|Oscillatoriales",1117|Cyanobacteria,U,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",secY,-,-,ko:K03076,,"ko02024,ko03060,ko03070,map02024,map03060,map03070",Significant
NODE_96131_length_214_cov_0.911950_1,3585.37048880979,-15.7272340625477,2.40789437371047e-26,163908.KB235896_gene2551,1.8099999999999997e-30,97.9,117.0,"COG1219@1|root,COG1219@2|Bacteria,1G04H@1117|Cyanobacteria,1HJVQ@1161|Nostocales",1117|Cyanobacteria,O,ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,clpX,-,-,ko:K03544,ATP-dependent Clp protease ATP-binding subunit ClpX,"ko04112,map04112",Significant
NODE_7712_length_515_cov_2.504348_1,17919.481794394,-15.7183394257769,1.79727259399918e-92,203124.Tery_4114,3.7899999999999994e-95,,282.0,"COG3793@1|root,COG3793@2|Bacteria,1G090@1117|Cyanobacteria,1H8MB@1150|Oscillatoriales",1117|Cyanobacteria,P,Tellurite resistance protein,-,-,-,-,,-,Significant
NODE_24741_length_298_cov_3.551440_1,1315.50371342983,-15.718183773077,5.910949990969011e-23,203124.Tery_4358,2.3800000000000003e-56,164.0,186.0,"COG0520@1|root,COG0520@2|Bacteria,1G15D@1117|Cyanobacteria,1H76J@1150|Oscillatoriales",1117|Cyanobacteria,E,Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family,nifS,-,"2.8.1.7,4.4.1.16",ko:K11717,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],"ko00450,ko01100,map00450,map01100",Significant
NODE_21445_length_319_cov_2.973485_1,3559.47402211953,-15.7178861292032,4.8345372873849296e-26,203124.Tery_2247,8.85e-39,,135.0,"28IM3@1|root,2Z8MN@2|Bacteria,1G1IH@1117|Cyanobacteria,1H8CB@1150|Oscillatoriales",1117|Cyanobacteria,S,Domain of unknown function (DUF1995),-,-,-,-,,-,Significant
NODE_77518_length_231_cov_2.170455_1,1304.29618472992,-15.705902207154,1.90056516341613e-24,203124.Tery_3432,4.64e-39,73.6,134.0,"COG2087@1|root,COG2087@2|Bacteria,1G5NM@1117|Cyanobacteria,1HB7C@1150|Oscillatoriales",1117|Cyanobacteria,H,PFAM Cobinamide kinase cobinamide phosphate guanyltransferase,cobU,-,"2.7.1.156,2.7.7.62",ko:K02231,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],"ko00860,ko01100,map00860,map01100",Significant
NODE_27766_length_287_cov_1.646552_1,1253.44717411115,-15.6449763356462,2.1994748277786e-23,203124.Tery_2317,1.1299999999999998e-54,,179.0,"28IMV@1|root,2Z8NA@2|Bacteria,1G2BR@1117|Cyanobacteria,1H75M@1150|Oscillatoriales",1117|Cyanobacteria,S,Metal dependent phosphohydrolases with conserved 'HD' motif.,-,-,-,-,,-,Significant
NODE_98662_length_211_cov_1.826923_1,1227.08471748765,-15.61725249369,8.010310217721781e-24,1304284.L21TH_0223,0.000107,,45.8,"COG3409@1|root,COG3773@1|root,COG3409@2|Bacteria,COG3773@2|Bacteria,1TRFW@1239|Firmicutes,24912@186801|Clostridia,36EDT@31979|Clostridiaceae",186801|Clostridia,M,Cell wall hydrolase,sleB,-,3.5.1.28,ko:K01449,,-,Significant
NODE_21740_length_317_cov_1.717557_1,1223.28478003972,-15.6108089213439,7.3408319035049e-24,203124.Tery_1533,3.2699999999999995e-54,45.3,186.0,"COG2831@1|root,COG2831@2|Bacteria,1G03B@1117|Cyanobacteria,1H84K@1150|Oscillatoriales",1117|Cyanobacteria,U,Hemolysin activation secretion protein,-,-,-,-,hemolysin activation/secretion protein,-,Significant
NODE_57928_length_249_cov_1.412371_1,47925.7523191494,-15.5808550759664,1.1537243711640199e-156,459495.SPLC1_S207330,4.67e-15,52.3,73.2,"2DBBD@1|root,2Z87P@2|Bacteria,1G08A@1117|Cyanobacteria,1H6Y1@1150|Oscillatoriales",1117|Cyanobacteria,C,"Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors",psbA,-,1.10.3.9,ko:K02703,photosystem II P680 reaction center D1 protein [EC:1.10.3.9],"ko00195,ko01100,map00195,map01100",Significant
NODE_12963_length_397_cov_2.438596_1,1191.12498148759,-15.5711433843481,3.7615374822398803e-23,203124.Tery_0886,9.51e-81,78.8,246.0,"COG0421@1|root,COG0421@2|Bacteria,1G36Y@1117|Cyanobacteria,1H85B@1150|Oscillatoriales",1117|Cyanobacteria,H,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",speE,-,2.5.1.16,ko:K00797,thermospermine synthase [EC:2.5.1.79],"ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100",Significant
NODE_60553_length_246_cov_5.026178_1,1165.72785943424,-15.5420235675449,4.06099025586405e-24,1173022.Cri9333_1253,5.08e-35,43.6,131.0,"COG0119@1|root,COG0119@2|Bacteria,1G0JT@1117|Cyanobacteria,1H77Z@1150|Oscillatoriales",1117|Cyanobacteria,E,Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate),leuA,-,2.3.3.13,ko:K01649,(R)-citramalate synthase [EC:2.3.3.21],"ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230",Significant
NODE_85864_length_223_cov_2.250000_1,1144.87078595202,-15.5146906574795,2.8641056133559603e-23,203124.Tery_2117,8.9e-38,,139.0,"COG4188@1|root,COG4188@2|Bacteria,1FZWS@1117|Cyanobacteria,1H817@1150|Oscillatoriales",1117|Cyanobacteria,S,dienelactone hydrolase,-,-,-,-,,-,Significant
NODE_39454_length_268_cov_1.469484_1,1131.89620351562,-15.4977896694843,9.75595106686548e-24,99598.Cal7507_3296,8.42e-37,111.1,135.0,"COG1012@1|root,COG1012@2|Bacteria,1G046@1117|Cyanobacteria,1HJNW@1161|Nostocales",1117|Cyanobacteria,C,PFAM Aldehyde dehydrogenase,gabD,-,"1.2.1.16,1.2.1.20,1.2.1.79",ko:K00135,succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],"ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120",Significant
NODE_98546_length_211_cov_2.461538_1,24456.8021785486,-15.4956827853607,3.57800028487281e-139,63737.Npun_F0962,1.31e-20,52.5,83.6,"COG0724@1|root,COG0724@2|Bacteria,1G7Q7@1117|Cyanobacteria,1HNZT@1161|Nostocales",1117|Cyanobacteria,S,"PFAM RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",-,-,-,-,cold-inducible RNA-binding protein,-,Significant
NODE_57721_length_249_cov_2.458763_1,1105.75983204631,-15.4669793520002,1.49631701699746e-23,889378.Spiaf_2003,2.6900000000000003e-31,131.8,120.0,"COG0004@1|root,COG0004@2|Bacteria,2J5W4@203691|Spirochaetes",203691|Spirochaetes,P,Ammonium Transporter,amt,-,-,ko:K03320,"ammonium transporter, Amt family",-,Significant
NODE_26695_length_290_cov_1.582979_1,1104.66260733685,-15.4659631947352,2.2975294659589702e-23,203124.Tery_3625,2.1000000000000002e-48,,160.0,"2CC9I@1|root,2Z8FJ@2|Bacteria,1G12Q@1117|Cyanobacteria,1H7PE@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_18319_length_342_cov_4.480836_1,1107.0784753936,-15.4656394484124,3.26276390481807e-23,203124.Tery_3334,1.11e-64,,209.0,"COG2304@1|root,COG2304@2|Bacteria,1G2D1@1117|Cyanobacteria,1H87E@1150|Oscillatoriales",1117|Cyanobacteria,S,von Willebrand factor (vWF) type A domain,-,-,-,ko:K07114,,-,Significant
NODE_8572_length_487_cov_1.509259_1,1099.55842998067,-15.4572875337841,1.05440090289927e-23,203124.Tery_1533,1.05e-64,46.9,214.0,"COG2831@1|root,COG2831@2|Bacteria,1G03B@1117|Cyanobacteria,1H84K@1150|Oscillatoriales",1117|Cyanobacteria,U,Hemolysin activation secretion protein,-,-,-,-,hemolysin activation/secretion protein,-,Significant
NODE_77591_length_231_cov_1.636364_1,1096.68625525564,-15.4528335861048,9.36555496218554e-23,111780.Sta7437_0121,2.4e-33,73.9,124.0,"COG0226@1|root,COG0226@2|Bacteria,1G0SW@1117|Cyanobacteria,3VJ56@52604|Pleurocapsales",1117|Cyanobacteria,P,"TIGRFAM phosphate ABC transporter, phosphate-binding protein",pstS,-,-,ko:K02040,phosphate transport system permease protein,"ko02010,ko02020,ko05152,map02010,map02020,map05152",Significant
NODE_9236_length_469_cov_1.608696_1,1086.86641165241,-15.4429550844005,4.54291584932671e-23,203124.Tery_3313,4.66e-49,99.5,163.0,"COG1028@1|root,COG1028@2|Bacteria,1G3UI@1117|Cyanobacteria,1H9CU@1150|Oscillatoriales",1117|Cyanobacteria,IQ,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),-,-,1.1.1.102,ko:K04708,3-dehydrosphinganine reductase [EC:1.1.1.102],"ko00600,ko01100,map00600,map01100",Significant
NODE_17700_length_347_cov_2.486301_1,1083.33182808672,-15.4341116327047,8.302492906239351e-24,203124.Tery_3244,1.65e-54,140.5,190.0,"COG0643@1|root,COG0784@1|root,COG0643@2|Bacteria,COG0784@2|Bacteria,1G2R7@1117|Cyanobacteria,1H8ZD@1150|Oscillatoriales",1117|Cyanobacteria,T,"Histidine kinase-, DNA gyrase B-, and HSP90-like",-,-,-,"ko:K02487,ko:K06596","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","ko02020,ko02025,map02020,map02025",Significant
NODE_98487_length_211_cov_3.076923_1,5655.03057656071,-15.4209413898077,1.5053930023385e-33,1407650.BAUB01000001_gene296,7.88e-27,72.8,107.0,"COG0506@1|root,COG0506@2|Bacteria,1GQPN@1117|Cyanobacteria",1117|Cyanobacteria,E,proline dehydrogenase activity,-,-,-,-,"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]",-,Significant
NODE_70727_length_237_cov_2.076923_1,1054.93122802355,-15.3991988243157,3.3184437609884e-19,388467.A19Y_4291,1.77e-05,,46.2,"COG0642@1|root,COG2205@2|Bacteria,1G3VE@1117|Cyanobacteria,1H7G3@1150|Oscillatoriales",1117|Cyanobacteria,T,Histidine kinase,-,-,-,-,,-,Significant
NODE_70619_length_237_cov_2.637363_1,1027.44449857634,-15.3581288326171,7.29604293289599e-24,203124.Tery_3253,1.5400000000000002e-37,62.3,139.0,"COG0465@1|root,COG0465@2|Bacteria,1G1S2@1117|Cyanobacteria,1H842@1150|Oscillatoriales",1117|Cyanobacteria,O,"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins",ftsH4,"GO:0003674,GO:0003824,GO:0004176,GO:0006091,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0009314,GO:0009416,GO:0009628,GO:0009642,GO:0009644,GO:0009765,GO:0009892,GO:0009987,GO:0010109,GO:0010205,GO:0010206,GO:0010304,GO:0015979,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0019684,GO:0030091,GO:0030163,GO:0031323,GO:0031324,GO:0042548,GO:0042623,GO:0043155,GO:0043170,GO:0043467,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1905156",-,ko:K03798,cell division protease FtsH [EC:3.4.24.-],-,Significant
NODE_23502_length_306_cov_1.143426_1,1018.79857590177,-15.3497727609749,2.42103475938449e-23,203124.Tery_2022,1.14e-22,,94.0,"COG4372@1|root,COG4372@2|Bacteria,1G0XA@1117|Cyanobacteria,1H7B0@1150|Oscillatoriales",1117|Cyanobacteria,S,with the myosin-like domain,sll1424,-,-,-,,-,Significant
NODE_52955_length_254_cov_2.386935_1,5461.12078843984,-15.3487023721232,3.0119660647206697e-43,203124.Tery_2990,5.99e-26,79.0,98.2,"COG0099@1|root,COG0099@2|Bacteria,1G5S9@1117|Cyanobacteria,1HB1Z@1150|Oscillatoriales",1117|Cyanobacteria,J,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",rpsM,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02952,small subunit ribosomal protein S13,"ko03010,map03010",Significant
NODE_53096_length_254_cov_1.698492_1,1009.68729123292,-15.3367597283843,3.32705984172332e-23,272134.KB731324_gene4184,4.75e-18,58.5,81.6,"COG0342@1|root,COG0342@2|Bacteria,1G053@1117|Cyanobacteria,1H7U4@1150|Oscillatoriales",1117|Cyanobacteria,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,-,-,-,ko:K03072,preprotein translocase subunit SecD,"ko03060,ko03070,map03060,map03070",Significant
NODE_65349_length_242_cov_1.540107_1,1002.50357605692,-15.3262785084647,4.34536284597306e-20,203124.Tery_4731,1.16e-27,,110.0,"COG3344@1|root,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1HADY@1150|Oscillatoriales",1117|Cyanobacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,2.7.7.49,ko:K00986,,-,Significant
NODE_24217_length_301_cov_2.239837_1,992.281609598282,-15.3117586014498,1.26751356781989e-23,313612.L8106_10257,1.16e-06,,50.8,"COG0661@1|root,COG0661@2|Bacteria,1G0X9@1117|Cyanobacteria,1H92B@1150|Oscillatoriales",1117|Cyanobacteria,S,Unusual protein kinase,-,-,-,-,,-,Significant
NODE_57444_length_250_cov_0.974359_1,2677.34947635598,-15.3072863288922,6.6260739497797e-24,221288.JH992901_gene4976,1.2e-15,40.8,76.3,"COG0019@1|root,COG0019@2|Bacteria,1G1S7@1117|Cyanobacteria,1JH3G@1189|Stigonemataceae",1117|Cyanobacteria,E,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",lysA,-,4.1.1.20,ko:K01586,diaminopimelate decarboxylase [EC:4.1.1.20],"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230",Significant
NODE_6523_length_563_cov_2.228346_1,969.13196634039,-15.2770836926891,7.44780413004547e-22,203124.Tery_3994,1.75e-19,,84.7,"COG3409@1|root,COG3409@2|Bacteria,1G7HF@1117|Cyanobacteria,1HBGU@1150|Oscillatoriales",1117|Cyanobacteria,M,Putative peptidoglycan binding domain,-,-,-,-,,-,Significant
NODE_8483_length_489_cov_1.983871_1,952.606316755101,-15.2510406755353,6.05792143393518e-21,203124.Tery_3834,5.13e-14,,70.5,"COG0174@1|root,COG0174@2|Bacteria,1G255@1117|Cyanobacteria,1H73N@1150|Oscillatoriales",1117|Cyanobacteria,E,"PFAM Glutamine synthetase, catalytic domain",glnA,-,6.3.1.2,ko:K01915,,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",Significant
NODE_78724_length_230_cov_1.142857_1,943.530726939971,-15.233995500908,4.2533919032254895e-22,203124.Tery_2606,1.62e-14,,70.9,"COG0036@1|root,COG0036@2|Bacteria,1G0MH@1117|Cyanobacteria,1H7GY@1150|Oscillatoriales",1117|Cyanobacteria,G,Belongs to the ribulose-phosphate 3-epimerase family,rpe,"GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575",5.1.3.1,ko:K01783,,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230",Significant
NODE_18213_length_343_cov_1.993056_1,921.106771542337,-15.2042992597726,6.62613468776964e-21,111780.Sta7437_4482,0.000314,,43.9,"COG0675@1|root,COG0675@2|Bacteria,1G10J@1117|Cyanobacteria",1117|Cyanobacteria,L,COG0675 Transposase and inactivated derivatives,-,-,-,ko:K07496,,-,Significant
NODE_10810_length_434_cov_1.482850_1,912.531011525692,-15.1913049414038,4.97283667048733e-22,402777.KB235904_gene3067,4.94e-14,,71.6,"COG1293@1|root,COG1293@2|Bacteria,1G01H@1117|Cyanobacteria,1H7V8@1150|Oscillatoriales",1117|Cyanobacteria,K,RNA-binding protein homologous to eukaryotic snRNP,-,-,-,-,,-,Significant
NODE_63291_length_244_cov_1.015873_1,906.937926152836,-15.1801444939722,1.42142407316291e-21,203124.Tery_0398,1.9299999999999997e-42,84.5,149.0,"COG0451@1|root,COG0451@2|Bacteria,1G0TM@1117|Cyanobacteria,1H797@1150|Oscillatoriales",1117|Cyanobacteria,GM,NAD dependent epimerase dehydratase family,sqdB,-,3.13.1.1,ko:K06118,UDP-sulfoquinovose synthase [EC:3.13.1.1],"ko00520,ko00561,map00520,map00561",Significant
NODE_23711_length_304_cov_4.622490_1,899.117919794952,-15.1691864902703,1.2808600296410099e-22,56110.Oscil6304_3478,1.34e-39,,142.0,"COG4071@1|root,COG4071@2|Bacteria,1G16Y@1117|Cyanobacteria,1H848@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM F420-0 Gamma-glutamyl ligase,-,-,-,-,,-,Significant
